id1,id2,activity
d14,d51,less
d15,d51,less
d17,d51,less
d18,d51,less
d20,d51,less
d21,d51,less
d23,d51,less
d24,d51,less
d25,d51,less
d26,d51,less
d27,d51,less
d28,d51,less
d29,d51,less
d30,d51,less
d31,d51,less
d32,d51,less
d34,d51,less
d36,d51,less
d37,d51,less
d38,d51,less
d39,d51,less
d40,d51,less
d42,d51,less
d02,d52,less
d03,d52,less
d04,d52,less
d05,d52,less
d06,d52,less
d07,d52,less
d08,d52,less
d11,d52,less
d12,d52,less
d13,d52,less
d14,d52,less
d15,d52,less
d17,d52,less
d18,d52,less
d20,d52,less
d21,d52,less
d23,d52,less
d24,d52,less
d25,d52,less
d26,d52,less
d27,d52,less
d28,d52,less
d29,d52,less
d30,d52,less
d31,d52,less
d32,d52,less
d34,d52,less
d36,d52,less
d37,d52,less
d38,d52,less
d39,d52,less
d40,d52,less
d42,d52,less
d02,d53,less
d03,d53,less
d04,d53,less
d05,d53,less
d06,d53,less
d07,d53,less
d08,d53,less
d11,d53,less
d12,d53,less
d13,d53,less
d14,d53,less
d15,d53,less
d17,d53,less
d18,d53,less
d20,d53,less
d21,d53,less
d23,d53,less
d24,d53,less
d25,d53,less
d26,d53,less
d27,d53,less
d28,d53,less
d29,d53,less
d30,d53,less
d31,d53,less
d32,d53,less
d34,d53,less
d36,d53,less
d37,d53,less
d38,d53,less
d39,d53,less
d40,d53,less
d02,d55,less
d03,d55,less
d04,d55,less
d05,d55,less
d06,d55,less
d07,d55,less
d08,d55,less
d11,d55,less
d12,d55,less
d13,d55,less
d14,d55,less
d15,d55,less
d17,d55,less
d18,d55,less
d20,d55,less
d21,d55,less
d23,d55,less
d24,d55,less
d25,d55,less
d26,d55,less
d27,d55,less
d28,d55,less
d29,d55,less
d30,d55,less
d31,d55,less
d32,d55,less
d34,d55,less
d36,d55,less
d37,d55,less
d38,d55,less
d39,d55,less
d46,d45,less
d55,d45,less
d45,d47,less
d46,d47,less
d49,d47,less
d53,d47,less
d55,d47,less
d45,d48,less
d46,d48,less
d49,d48,less
d53,d48,less
d55,d48,less
d45,d49,less
d46,d49,less
d53,d49,less
d55,d49,less
d45,d50,less
d46,d50,less
d49,d50,less
d53,d50,less
d55,d50,less
d45,d51,less
d46,d51,less
d48,d51,less
d49,d51,less
d50,d51,less
d53,d51,less
d55,d51,less
d45,d52,less
d46,d52,less
d48,d52,less
d49,d52,less
d50,d52,less
d53,d52,less
d55,d52,less
d45,d53,less
d46,d53,less
d55,d53,less
d46,d55,less
d02,d01,great
d05,d01,great
d08,d01,great
d09,d01,great
d10,d01,great
d11,d01,great
d12,d01,great
d13,d01,great
d15,d01,great
d16,d01,great
d17,d01,great
d18,d01,great
d19,d01,great
d20,d01,great
d21,d01,great
d22,d01,great
d23,d01,great
d24,d01,great
d26,d01,great
d29,d01,great
d30,d01,great
d31,d01,great
d32,d01,great
d33,d01,great
d34,d01,great
d35,d01,great
d36,d01,great
d37,d01,great
d38,d01,great
d39,d01,great
d40,d01,great
d41,d01,great
d42,d01,great
d43,d01,great
d44,d01,great
d05,d02,great
d08,d02,great
d09,d02,great
d10,d02,great
d11,d02,great
d12,d02,great
d13,d02,great
d15,d02,great
d16,d02,great
d17,d02,great
d18,d02,great
d19,d02,great
d20,d02,great
d21,d02,great
d22,d02,great
d23,d02,great
d24,d02,great
d26,d02,great
d29,d02,great
d30,d02,great
d31,d02,great
d32,d02,great
d33,d02,great
d34,d02,great
d35,d02,great
d36,d02,great
d37,d02,great
d38,d02,great
d39,d02,great
d40,d02,great
d41,d02,great
d42,d02,great
d43,d02,great
d44,d02,great
d09,d05,great
d10,d05,great
d11,d05,great
d12,d05,great
d13,d05,great
d15,d05,great
d16,d05,great
d17,d05,great
d18,d05,great
d19,d05,great
d20,d05,great
d21,d05,great
d22,d05,great
d23,d05,great
d24,d05,great
d26,d05,great
d29,d05,great
d30,d05,great
d31,d05,great
d32,d05,great
d33,d05,great
d34,d05,great
d35,d05,great
d36,d05,great
d37,d05,great
d38,d05,great
d39,d05,great
d40,d05,great
d41,d05,great
d42,d05,great
d43,d05,great
d44,d05,great
d11,d08,great
d12,d08,great
d13,d08,great
d15,d08,great
d16,d08,great
d17,d08,great
d18,d08,great
d19,d08,great
d20,d08,great
d21,d08,great
d22,d08,great
d23,d08,great
d24,d08,great
d26,d08,great
d29,d08,great
d30,d08,great
d31,d08,great
d32,d08,great
d33,d08,great
d34,d08,great
d35,d08,great
d36,d08,great
d37,d08,great
d38,d08,great
d39,d08,great
d40,d08,great
d41,d08,great
d42,d08,great
d43,d08,great
d44,d08,great
d11,d09,great
d12,d09,great
d13,d09,great
d15,d09,great
d16,d09,great
d17,d09,great
d18,d09,great
d19,d09,great
d20,d09,great
d21,d09,great
d22,d09,great
d23,d09,great
d24,d09,great
d26,d09,great
d29,d09,great
d30,d09,great
d31,d09,great
d32,d09,great
d33,d09,great
d34,d09,great
d35,d09,great
d36,d09,great
d37,d09,great
d38,d09,great
d39,d09,great
d40,d09,great
d41,d09,great
d42,d09,great
d43,d09,great
d44,d09,great
d13,d10,great
d15,d10,great
d16,d10,great
d17,d10,great
d18,d10,great
d19,d10,great
d20,d10,great
d21,d10,great
d22,d10,great
d23,d10,great
d24,d10,great
d26,d10,great
d29,d10,great
d30,d10,great
d31,d10,great
d32,d10,great
d33,d10,great
d34,d10,great
d35,d10,great
d36,d10,great
d37,d10,great
d38,d10,great
d39,d10,great
d40,d10,great
d41,d10,great
d42,d10,great
d43,d10,great
d44,d10,great
d15,d11,great
d16,d11,great
d17,d11,great
d18,d11,great
d19,d11,great
d20,d11,great
d21,d11,great
d22,d11,great
d23,d11,great
d24,d11,great
d26,d11,great
d29,d11,great
d30,d11,great
d31,d11,great
d32,d11,great
d33,d11,great
d34,d11,great
d35,d11,great
d36,d11,great
d37,d11,great
d38,d11,great
d39,d11,great
d40,d11,great
d41,d11,great
d42,d11,great
d43,d11,great
d44,d11,great
d17,d12,great
d18,d12,great
d19,d12,great
d20,d12,great
d21,d12,great
d22,d12,great
d23,d12,great
d24,d12,great
d26,d12,great
d29,d12,great
d30,d12,great
d31,d12,great
d32,d12,great
d33,d12,great
d34,d12,great
d35,d12,great
d36,d12,great
d37,d12,great
d38,d12,great
d39,d12,great
d40,d12,great
d41,d12,great
d42,d12,great
d43,d12,great
d44,d12,great
d17,d13,great
d18,d13,great
d19,d13,great
d20,d13,great
d21,d13,great
d22,d13,great
d23,d13,great
d24,d13,great
d26,d13,great
d29,d13,great
d30,d13,great
d31,d13,great
d32,d13,great
d33,d13,great
d34,d13,great
d35,d13,great
d36,d13,great
d37,d13,great
d38,d13,great
d39,d13,great
d40,d13,great
d41,d13,great
d42,d13,great
d43,d13,great
d44,d13,great
d21,d15,great
d22,d15,great
d23,d15,great
d24,d15,great
d26,d15,great
d29,d15,great
d30,d15,great
d31,d15,great
d32,d15,great
d33,d15,great
d34,d15,great
d35,d15,great
d36,d15,great
d37,d15,great
d38,d15,great
d39,d15,great
d40,d15,great
d41,d15,great
d42,d15,great
d43,d15,great
d44,d15,great
d19,d16,great
d20,d16,great
d21,d16,great
d22,d16,great
d23,d16,great
d24,d16,great
d26,d16,great
d29,d16,great
d30,d16,great
d31,d16,great
d32,d16,great
d33,d16,great
d34,d16,great
d35,d16,great
d36,d16,great
d37,d16,great
d38,d16,great
d39,d16,great
d40,d16,great
d41,d16,great
d42,d16,great
d43,d16,great
d44,d16,great
d19,d17,great
d20,d17,great
d21,d17,great
d22,d17,great
d23,d17,great
d24,d17,great
d26,d17,great
d29,d17,great
d30,d17,great
d31,d17,great
d32,d17,great
d33,d17,great
d34,d17,great
d35,d17,great
d36,d17,great
d37,d17,great
d38,d17,great
d39,d17,great
d40,d17,great
d41,d17,great
d42,d17,great
d43,d17,great
d44,d17,great
d23,d18,great
d24,d18,great
d26,d18,great
d29,d18,great
d30,d18,great
d31,d18,great
d32,d18,great
d33,d18,great
d34,d18,great
d35,d18,great
d36,d18,great
d37,d18,great
d38,d18,great
d39,d18,great
d40,d18,great
d41,d18,great
d42,d18,great
d43,d18,great
d44,d18,great
d23,d19,great
d24,d19,great
d26,d19,great
d29,d19,great
d30,d19,great
d31,d19,great
d32,d19,great
d33,d19,great
d34,d19,great
d35,d19,great
d36,d19,great
d37,d19,great
d38,d19,great
d39,d19,great
d40,d19,great
d41,d19,great
d42,d19,great
d43,d19,great
d44,d19,great
d23,d20,great
d24,d20,great
d26,d20,great
d29,d20,great
d30,d20,great
d31,d20,great
d32,d20,great
d33,d20,great
d34,d20,great
d35,d20,great
d36,d20,great
d37,d20,great
d38,d20,great
d39,d20,great
d40,d20,great
d41,d20,great
d42,d20,great
d43,d20,great
d44,d20,great
d23,d21,great
d24,d21,great
d26,d21,great
d29,d21,great
d30,d21,great
d31,d21,great
d32,d21,great
d33,d21,great
d34,d21,great
d35,d21,great
d36,d21,great
d37,d21,great
d38,d21,great
d39,d21,great
d40,d21,great
d41,d21,great
d42,d21,great
d43,d21,great
d44,d21,great
d23,d22,great
d24,d22,great
d26,d22,great
d29,d22,great
d30,d22,great
d31,d22,great
d32,d22,great
d33,d22,great
d34,d22,great
d35,d22,great
d36,d22,great
d37,d22,great
d38,d22,great
d39,d22,great
d40,d22,great
d41,d22,great
d42,d22,great
d43,d22,great
d44,d22,great
d24,d23,great
d26,d23,great
d29,d23,great
d30,d23,great
d31,d23,great
d32,d23,great
d33,d23,great
d34,d23,great
d35,d23,great
d36,d23,great
d37,d23,great
d38,d23,great
d39,d23,great
d40,d23,great
d41,d23,great
d42,d23,great
d43,d23,great
d44,d23,great
d26,d24,great
d29,d24,great
d30,d24,great
d31,d24,great
d32,d24,great
d33,d24,great
d34,d24,great
d35,d24,great
d36,d24,great
d37,d24,great
d38,d24,great
d39,d24,great
d40,d24,great
d41,d24,great
d42,d24,great
d43,d24,great
d44,d24,great
d30,d26,great
d31,d26,great
d32,d26,great
d33,d26,great
d34,d26,great
d35,d26,great
d36,d26,great
d37,d26,great
d38,d26,great
d39,d26,great
d40,d26,great
d41,d26,great
d42,d26,great
d43,d26,great
d44,d26,great
d31,d29,great
d33,d29,great
d34,d29,great
d35,d29,great
d36,d29,great
d37,d29,great
d38,d29,great
d39,d29,great
d40,d29,great
d41,d29,great
d42,d29,great
d43,d29,great
d44,d29,great
d34,d30,great
d35,d30,great
d36,d30,great
d37,d30,great
d38,d30,great
d39,d30,great
d40,d30,great
d41,d30,great
d42,d30,great
d43,d30,great
d44,d30,great
d33,d31,great
d34,d31,great
d35,d31,great
d36,d31,great
d37,d31,great
d38,d31,great
d39,d31,great
d40,d31,great
d41,d31,great
d42,d31,great
d43,d31,great
d44,d31,great
d37,d32,great
d38,d32,great
d39,d32,great
d40,d32,great
d41,d32,great
d42,d32,great
d43,d32,great
d44,d32,great
d37,d33,great
d38,d33,great
d39,d33,great
d40,d33,great
d41,d33,great
d42,d33,great
d43,d33,great
d44,d33,great
d37,d34,great
d38,d34,great
d39,d34,great
d40,d34,great
d41,d34,great
d42,d34,great
d43,d34,great
d44,d34,great
d37,d35,great
d38,d35,great
d39,d35,great
d40,d35,great
d41,d35,great
d42,d35,great
d43,d35,great
d44,d35,great
d38,d36,great
d39,d36,great
d40,d36,great
d41,d36,great
d42,d36,great
d43,d36,great
d44,d36,great
d38,d37,great
d39,d37,great
d40,d37,great
d41,d37,great
d42,d37,great
d43,d37,great
d44,d37,great
d40,d38,great
d41,d38,great
d42,d38,great
d43,d38,great
d44,d38,great
d40,d39,great
d41,d39,great
d42,d39,great
d43,d39,great
d44,d39,great
d42,d40,great
d43,d40,great
d44,d40,great
d42,d41,great
d43,d41,great
d44,d41,great
d44,d42,great
d44,d43,great
d45,d01,great
d46,d01,great
d48,d01,great
d49,d01,great
d51,d01,great
d52,d01,great
d53,d01,great
d54,d01,great
d45,d02,great
d46,d02,great
d48,d02,great
d49,d02,great
d51,d02,great
d52,d02,great
d53,d02,great
d54,d02,great
d45,d05,great
d46,d05,great
d48,d05,great
d49,d05,great
d51,d05,great
d52,d05,great
d53,d05,great
d54,d05,great
d45,d08,great
d46,d08,great
d48,d08,great
d49,d08,great
d51,d08,great
d52,d08,great
d53,d08,great
d54,d08,great
d45,d09,great
d46,d09,great
d48,d09,great
d49,d09,great
d51,d09,great
d52,d09,great
d53,d09,great
d54,d09,great
d45,d10,great
d46,d10,great
d48,d10,great
d49,d10,great
d51,d10,great
d52,d10,great
d53,d10,great
d54,d10,great
d45,d11,great
d46,d11,great
d48,d11,great
d49,d11,great
d51,d11,great
d52,d11,great
d53,d11,great
d54,d11,great
d45,d12,great
d46,d12,great
d48,d12,great
d49,d12,great
d51,d12,great
d52,d12,great
d53,d12,great
d54,d12,great
d45,d13,great
d46,d13,great
d48,d13,great
d49,d13,great
d51,d13,great
d52,d13,great
d53,d13,great
d54,d13,great
d45,d15,great
d46,d15,great
d48,d15,great
d49,d15,great
d51,d15,great
d52,d15,great
d53,d15,great
d54,d15,great
d45,d16,great
d46,d16,great
d48,d16,great
d49,d16,great
d51,d16,great
d52,d16,great
d53,d16,great
d54,d16,great
d45,d17,great
d46,d17,great
d48,d17,great
d49,d17,great
d51,d17,great
d52,d17,great
d53,d17,great
d54,d17,great
d45,d18,great
d46,d18,great
d48,d18,great
d49,d18,great
d51,d18,great
d52,d18,great
d53,d18,great
d54,d18,great
d45,d19,great
d46,d19,great
d48,d19,great
d49,d19,great
d51,d19,great
d52,d19,great
d53,d19,great
d54,d19,great
d45,d20,great
d46,d20,great
d48,d20,great
d49,d20,great
d51,d20,great
d52,d20,great
d53,d20,great
d54,d20,great
d45,d21,great
d46,d21,great
d48,d21,great
d49,d21,great
d51,d21,great
d52,d21,great
d53,d21,great
d54,d21,great
d45,d22,great
d46,d22,great
d48,d22,great
d49,d22,great
d51,d22,great
d52,d22,great
d53,d22,great
d54,d22,great
d45,d23,great
d46,d23,great
d48,d23,great
d49,d23,great
d51,d23,great
d52,d23,great
d53,d23,great
d54,d23,great
d45,d24,great
d46,d24,great
d48,d24,great
d49,d24,great
d51,d24,great
d52,d24,great
d53,d24,great
d54,d24,great
d45,d26,great
d46,d26,great
d48,d26,great
d49,d26,great
d51,d26,great
d52,d26,great
d53,d26,great
d54,d26,great
d45,d29,great
d46,d29,great
d48,d29,great
d49,d29,great
d51,d29,great
d52,d29,great
d53,d29,great
d54,d29,great
d45,d30,great
d46,d30,great
d48,d30,great
d49,d30,great
d51,d30,great
d52,d30,great
d53,d30,great
d54,d30,great
d45,d31,great
d46,d31,great
d48,d31,great
d49,d31,great
d51,d31,great
d52,d31,great
d53,d31,great
d54,d31,great
d45,d32,great
d46,d32,great
d48,d32,great
d49,d32,great
d51,d32,great
d52,d32,great
d53,d32,great
d54,d32,great
d45,d33,great
d46,d33,great
d48,d33,great
d49,d33,great
d51,d33,great
d52,d33,great
d53,d33,great
d54,d33,great
d45,d34,great
d46,d34,great
d48,d34,great
d49,d34,great
d51,d34,great
d52,d34,great
d53,d34,great
d54,d34,great
d45,d35,great
d46,d35,great
d48,d35,great
d49,d35,great
d51,d35,great
d52,d35,great
d53,d35,great
d54,d35,great
d45,d36,great
d46,d36,great
d48,d36,great
d49,d36,great
d51,d36,great
d52,d36,great
d53,d36,great
d54,d36,great
d45,d37,great
d46,d37,great
d48,d37,great
d49,d37,great
d51,d37,great
d52,d37,great
d53,d37,great
d54,d37,great
d45,d38,great
d46,d38,great
d48,d38,great
d49,d38,great
d51,d38,great
d52,d38,great
d53,d38,great
d54,d38,great
d45,d39,great
d46,d39,great
d48,d39,great
d49,d39,great
d51,d39,great
d52,d39,great
d53,d39,great
d54,d39,great
d45,d40,great
d48,d40,great
d49,d40,great
d51,d40,great
d52,d40,great
d53,d40,great
d54,d40,great
d45,d41,great
d48,d41,great
d49,d41,great
d51,d41,great
d52,d41,great
d53,d41,great
d54,d41,great
d48,d42,great
d49,d42,great
d51,d42,great
d52,d42,great
d48,d43,great
d49,d43,great
d51,d43,great
d52,d43,great
d42,d45,great
d43,d45,great
d44,d45,great
d40,d46,great
d41,d46,great
d42,d46,great
d43,d46,great
d44,d46,great
d44,d49,great
d44,d53,great
d42,d54,great
d43,d54,great
d44,d54,great
d48,d45,great
d49,d45,great
d51,d45,great
d52,d45,great
d53,d45,great
d45,d46,great
d48,d46,great
d49,d46,great
d51,d46,great
d52,d46,great
d53,d46,great
d54,d46,great
d51,d48,great
d52,d48,great
d48,d49,great
d51,d49,great
d52,d49,great
d48,d53,great
d49,d53,great
d51,d53,great
d52,d53,great
d48,d54,great
d49,d54,great
d51,d54,great
d52,d54,great
d53,d54,great
d01,d02,less
d01,d05,less
d02,d05,less
d01,d08,less
d02,d08,less
d01,d09,less
d02,d09,less
d05,d09,less
d01,d10,less
d02,d10,less
d05,d10,less
d01,d11,less
d02,d11,less
d05,d11,less
d08,d11,less
d09,d11,less
d01,d12,less
d02,d12,less
d05,d12,less
d08,d12,less
d09,d12,less
d01,d13,less
d02,d13,less
d05,d13,less
d08,d13,less
d09,d13,less
d10,d13,less
d01,d15,less
d02,d15,less
d05,d15,less
d08,d15,less
d09,d15,less
d10,d15,less
d11,d15,less
d01,d16,less
d02,d16,less
d05,d16,less
d08,d16,less
d09,d16,less
d10,d16,less
d11,d16,less
d01,d17,less
d02,d17,less
d05,d17,less
d08,d17,less
d09,d17,less
d10,d17,less
d11,d17,less
d12,d17,less
d13,d17,less
d01,d18,less
d02,d18,less
d05,d18,less
d08,d18,less
d09,d18,less
d10,d18,less
d11,d18,less
d12,d18,less
d13,d18,less
d01,d19,less
d02,d19,less
d05,d19,less
d08,d19,less
d09,d19,less
d10,d19,less
d11,d19,less
d12,d19,less
d13,d19,less
d16,d19,less
d17,d19,less
d01,d20,less
d02,d20,less
d05,d20,less
d08,d20,less
d09,d20,less
d10,d20,less
d11,d20,less
d12,d20,less
d13,d20,less
d16,d20,less
d17,d20,less
d01,d21,less
d02,d21,less
d05,d21,less
d08,d21,less
d09,d21,less
d10,d21,less
d11,d21,less
d12,d21,less
d13,d21,less
d15,d21,less
d16,d21,less
d17,d21,less
d01,d22,less
d02,d22,less
d05,d22,less
d08,d22,less
d09,d22,less
d10,d22,less
d11,d22,less
d12,d22,less
d13,d22,less
d15,d22,less
d16,d22,less
d17,d22,less
d01,d23,less
d02,d23,less
d05,d23,less
d08,d23,less
d09,d23,less
d10,d23,less
d11,d23,less
d12,d23,less
d13,d23,less
d15,d23,less
d16,d23,less
d17,d23,less
d18,d23,less
d19,d23,less
d20,d23,less
d21,d23,less
d22,d23,less
d01,d24,less
d02,d24,less
d05,d24,less
d08,d24,less
d09,d24,less
d10,d24,less
d11,d24,less
d12,d24,less
d13,d24,less
d15,d24,less
d16,d24,less
d17,d24,less
d18,d24,less
d19,d24,less
d20,d24,less
d21,d24,less
d22,d24,less
d23,d24,less
d01,d26,less
d02,d26,less
d05,d26,less
d08,d26,less
d09,d26,less
d10,d26,less
d11,d26,less
d12,d26,less
d13,d26,less
d15,d26,less
d16,d26,less
d17,d26,less
d18,d26,less
d19,d26,less
d20,d26,less
d21,d26,less
d22,d26,less
d23,d26,less
d24,d26,less
d01,d29,less
d02,d29,less
d05,d29,less
d08,d29,less
d09,d29,less
d10,d29,less
d11,d29,less
d12,d29,less
d13,d29,less
d15,d29,less
d16,d29,less
d17,d29,less
d18,d29,less
d19,d29,less
d20,d29,less
d21,d29,less
d22,d29,less
d23,d29,less
d24,d29,less
d01,d30,less
d02,d30,less
d05,d30,less
d08,d30,less
d09,d30,less
d10,d30,less
d11,d30,less
d12,d30,less
d13,d30,less
d15,d30,less
d16,d30,less
d17,d30,less
d18,d30,less
d19,d30,less
d20,d30,less
d21,d30,less
d22,d30,less
d23,d30,less
d24,d30,less
d26,d30,less
d01,d31,less
d02,d31,less
d05,d31,less
d08,d31,less
d09,d31,less
d10,d31,less
d11,d31,less
d12,d31,less
d13,d31,less
d15,d31,less
d16,d31,less
d17,d31,less
d18,d31,less
d19,d31,less
d20,d31,less
d21,d31,less
d22,d31,less
d23,d31,less
d24,d31,less
d26,d31,less
d29,d31,less
d01,d32,less
d02,d32,less
d05,d32,less
d08,d32,less
d09,d32,less
d10,d32,less
d11,d32,less
d12,d32,less
d13,d32,less
d15,d32,less
d16,d32,less
d17,d32,less
d18,d32,less
d19,d32,less
d20,d32,less
d21,d32,less
d22,d32,less
d23,d32,less
d24,d32,less
d26,d32,less
d01,d33,less
d02,d33,less
d05,d33,less
d08,d33,less
d09,d33,less
d10,d33,less
d11,d33,less
d12,d33,less
d13,d33,less
d15,d33,less
d16,d33,less
d17,d33,less
d18,d33,less
d19,d33,less
d20,d33,less
d21,d33,less
d22,d33,less
d23,d33,less
d24,d33,less
d26,d33,less
d29,d33,less
d31,d33,less
d01,d34,less
d02,d34,less
d05,d34,less
d08,d34,less
d09,d34,less
d10,d34,less
d11,d34,less
d12,d34,less
d13,d34,less
d15,d34,less
d16,d34,less
d17,d34,less
d18,d34,less
d19,d34,less
d20,d34,less
d21,d34,less
d22,d34,less
d23,d34,less
d24,d34,less
d26,d34,less
d29,d34,less
d30,d34,less
d31,d34,less
d01,d35,less
d02,d35,less
d05,d35,less
d08,d35,less
d09,d35,less
d10,d35,less
d11,d35,less
d12,d35,less
d13,d35,less
d15,d35,less
d16,d35,less
d17,d35,less
d18,d35,less
d19,d35,less
d20,d35,less
d21,d35,less
d22,d35,less
d23,d35,less
d24,d35,less
d26,d35,less
d29,d35,less
d30,d35,less
d31,d35,less
d01,d36,less
d02,d36,less
d05,d36,less
d08,d36,less
d09,d36,less
d10,d36,less
d11,d36,less
d12,d36,less
d13,d36,less
d15,d36,less
d16,d36,less
d17,d36,less
d18,d36,less
d19,d36,less
d20,d36,less
d21,d36,less
d22,d36,less
d23,d36,less
d24,d36,less
d26,d36,less
d29,d36,less
d30,d36,less
d31,d36,less
d01,d37,less
d02,d37,less
d05,d37,less
d08,d37,less
d09,d37,less
d10,d37,less
d11,d37,less
d12,d37,less
d13,d37,less
d15,d37,less
d16,d37,less
d17,d37,less
d18,d37,less
d19,d37,less
d20,d37,less
d21,d37,less
d22,d37,less
d23,d37,less
d24,d37,less
d26,d37,less
d29,d37,less
d30,d37,less
d31,d37,less
d32,d37,less
d33,d37,less
d34,d37,less
d35,d37,less
d01,d38,less
d02,d38,less
d05,d38,less
d08,d38,less
d09,d38,less
d10,d38,less
d11,d38,less
d12,d38,less
d13,d38,less
d15,d38,less
d16,d38,less
d17,d38,less
d18,d38,less
d19,d38,less
d20,d38,less
d21,d38,less
d22,d38,less
d23,d38,less
d24,d38,less
d26,d38,less
d29,d38,less
d30,d38,less
d31,d38,less
d32,d38,less
d33,d38,less
d34,d38,less
d35,d38,less
d36,d38,less
d37,d38,less
d01,d39,less
d02,d39,less
d05,d39,less
d08,d39,less
d09,d39,less
d10,d39,less
d11,d39,less
d12,d39,less
d13,d39,less
d15,d39,less
d16,d39,less
d17,d39,less
d18,d39,less
d19,d39,less
d20,d39,less
d21,d39,less
d22,d39,less
d23,d39,less
d24,d39,less
d26,d39,less
d29,d39,less
d30,d39,less
d31,d39,less
d32,d39,less
d33,d39,less
d34,d39,less
d35,d39,less
d36,d39,less
d37,d39,less
d01,d40,less
d02,d40,less
d05,d40,less
d08,d40,less
d09,d40,less
d10,d40,less
d11,d40,less
d12,d40,less
d13,d40,less
d15,d40,less
d16,d40,less
d17,d40,less
d18,d40,less
d19,d40,less
d20,d40,less
d21,d40,less
d22,d40,less
d23,d40,less
d24,d40,less
d26,d40,less
d29,d40,less
d30,d40,less
d31,d40,less
d32,d40,less
d33,d40,less
d34,d40,less
d35,d40,less
d36,d40,less
d37,d40,less
d38,d40,less
d39,d40,less
d01,d41,less
d02,d41,less
d05,d41,less
d08,d41,less
d09,d41,less
d10,d41,less
d11,d41,less
d12,d41,less
d13,d41,less
d15,d41,less
d16,d41,less
d17,d41,less
d18,d41,less
d19,d41,less
d20,d41,less
d21,d41,less
d22,d41,less
d23,d41,less
d24,d41,less
d26,d41,less
d29,d41,less
d30,d41,less
d31,d41,less
d32,d41,less
d33,d41,less
d34,d41,less
d35,d41,less
d36,d41,less
d37,d41,less
d38,d41,less
d39,d41,less
d01,d42,less
d02,d42,less
d05,d42,less
d08,d42,less
d09,d42,less
d10,d42,less
d11,d42,less
d12,d42,less
d13,d42,less
d15,d42,less
d16,d42,less
d17,d42,less
d18,d42,less
d19,d42,less
d20,d42,less
d21,d42,less
d22,d42,less
d23,d42,less
d24,d42,less
d26,d42,less
d29,d42,less
d30,d42,less
d31,d42,less
d32,d42,less
d33,d42,less
d34,d42,less
d35,d42,less
d36,d42,less
d37,d42,less
d38,d42,less
d39,d42,less
d40,d42,less
d41,d42,less
d01,d43,less
d02,d43,less
d05,d43,less
d08,d43,less
d09,d43,less
d10,d43,less
d11,d43,less
d12,d43,less
d13,d43,less
d15,d43,less
d16,d43,less
d17,d43,less
d18,d43,less
d19,d43,less
d20,d43,less
d21,d43,less
d22,d43,less
d23,d43,less
d24,d43,less
d26,d43,less
d29,d43,less
d30,d43,less
d31,d43,less
d32,d43,less
d33,d43,less
d34,d43,less
d35,d43,less
d36,d43,less
d37,d43,less
d38,d43,less
d39,d43,less
d40,d43,less
d41,d43,less
d01,d44,less
d02,d44,less
d05,d44,less
d08,d44,less
d09,d44,less
d10,d44,less
d11,d44,less
d12,d44,less
d13,d44,less
d15,d44,less
d16,d44,less
d17,d44,less
d18,d44,less
d19,d44,less
d20,d44,less
d21,d44,less
d22,d44,less
d23,d44,less
d24,d44,less
d26,d44,less
d29,d44,less
d30,d44,less
d31,d44,less
d32,d44,less
d33,d44,less
d34,d44,less
d35,d44,less
d36,d44,less
d37,d44,less
d38,d44,less
d39,d44,less
d40,d44,less
d41,d44,less
d42,d44,less
d43,d44,less
d46,d40,less
d46,d41,less
d45,d42,less
d46,d42,less
d54,d42,less
d45,d43,less
d46,d43,less
d54,d43,less
d45,d44,less
d46,d44,less
d49,d44,less
d53,d44,less
d54,d44,less
d01,d45,less
d02,d45,less
d05,d45,less
d08,d45,less
d09,d45,less
d10,d45,less
d11,d45,less
d12,d45,less
d13,d45,less
d15,d45,less
d16,d45,less
d17,d45,less
d18,d45,less
d19,d45,less
d20,d45,less
d21,d45,less
d22,d45,less
d23,d45,less
d24,d45,less
d26,d45,less
d29,d45,less
d30,d45,less
d31,d45,less
d32,d45,less
d33,d45,less
d34,d45,less
d35,d45,less
d36,d45,less
d37,d45,less
d38,d45,less
d39,d45,less
d40,d45,less
d41,d45,less
d01,d46,less
d02,d46,less
d05,d46,less
d08,d46,less
d09,d46,less
d10,d46,less
d11,d46,less
d12,d46,less
d13,d46,less
d15,d46,less
d16,d46,less
d17,d46,less
d18,d46,less
d19,d46,less
d20,d46,less
d21,d46,less
d22,d46,less
d23,d46,less
d24,d46,less
d26,d46,less
d29,d46,less
d30,d46,less
d31,d46,less
d32,d46,less
d33,d46,less
d34,d46,less
d35,d46,less
d36,d46,less
d37,d46,less
d38,d46,less
d39,d46,less
d01,d48,less
d02,d48,less
d05,d48,less
d08,d48,less
d09,d48,less
d10,d48,less
d11,d48,less
d12,d48,less
d13,d48,less
d15,d48,less
d16,d48,less
d17,d48,less
d18,d48,less
d19,d48,less
d20,d48,less
d21,d48,less
d22,d48,less
d23,d48,less
d24,d48,less
d26,d48,less
d29,d48,less
d30,d48,less
d31,d48,less
d32,d48,less
d33,d48,less
d34,d48,less
d35,d48,less
d36,d48,less
d37,d48,less
d38,d48,less
d39,d48,less
d40,d48,less
d41,d48,less
d42,d48,less
d43,d48,less
d01,d49,less
d02,d49,less
d05,d49,less
d08,d49,less
d09,d49,less
d10,d49,less
d11,d49,less
d12,d49,less
d13,d49,less
d15,d49,less
d16,d49,less
d17,d49,less
d18,d49,less
